"model","N","events","non_events","predictor_parameters","converged","McFadden_R_squared","likelihood_ratio_chisq","likelihood_ratio_df","likelihood_ratio_p","AIC","BIC","log_likelihood","maximum_coefficient_VIF","minimum_fitted_probability","maximum_fitted_probability","coefficients_abs_gt_10","warnings","separation_screen"
"Logistic sensitivity analysis: adherence score >=40",232,152,80,9,TRUE,0.701328465126836,209.628621547444,9,0.000000000000000000000000000000000000000316341125259483,109.273579020634,143.740952737298,-44.6367895103172,3.0537368970146,0.00237642748722676,0.999857020712683,0,"None","No obvious complete/quasi-complete separation signal"
