"model","N","predictor_parameters","R_squared","adjusted_R_squared","F_statistic","numerator_df","denominator_df","model_p_value","residual_standard_error","residual_df","AIC","BIC","log_likelihood","Durbin_Watson","maximum_coefficient_VIF","condition_number"
"Sensitivity linear model with ordinal covariates entered as full categorical factors",232,30,0.787557814053754,0.755850025106553,24.837992184355,30,201,0.000000000000000000000000000000000000000000000000000298778564644898,4.30482167924771,201,1366.42851972342,1476.72411561675,-651.214259861712,1.8125272992783,10.8682666069756,9.67568743861436
