"comparison","trend_predictor_parameters","categorical_predictor_parameters","trend_R_squared","categorical_R_squared","delta_R_squared","trend_adjusted_R_squared","categorical_adjusted_R_squared","delta_adjusted_R_squared","trend_AIC","categorical_AIC","delta_AIC_categorical_minus_trend","trend_BIC","categorical_BIC","delta_BIC_categorical_minus_trend","nested_F_statistic","nested_numerator_df","nested_denominator_df","nested_p_value","nested_p_display"
"Primary ordinal trend model vs Full categorical covariate sensitivity model",22,30,0.775168987977251,0.787557814053754,0.0123888260765025,0.751502565659067,0.755850025106553,0.0043474594474856,1363.57808881762,1366.42851972342,2.85043090579916,1446.29978573762,1476.72411561675,30.4243298791296,1.46519512490278,8,201,0.171889052315283,"0.172"
